node_id,community
1035,3
1036,3
1037,3
1038,5
1039,5
1040,5
1041,3
1042,3
1043,3
1044,3
1045,3
1046,3
1047,5
1048,5
1049,5
1050,5
1051,3
1052,3
1053,3
1054,5
1055,5
1056,5
1057,3
1058,2
1059,5
1060,3
1061,6
1062,3
1063,5
1064,3
1065,3
1066,3
1067,3
1068,5
1069,5
1070,3
1071,3
1072,3
1073,6
1074,5
1075,5
1076,5
1077,6
1078,5
1079,5
1080,3
1081,3
1082,3
1083,5
1084,5
1085,13
1086,5
1087,2
1088,6
1089,3
1090,3
1091,5
1092,5
1093,3
1094,3
1095,3
1096,3
1097,7
1098,6
1099,3
1100,3
1101,5
1102,3
1103,3
1104,3
1105,6
1106,3
1107,5
1108,3
1109,3
1110,5
1111,3
1112,5
1113,3
1114,3
1115,3
1116,5
1117,5
1118,7
1119,3
1120,3
1121,3
1122,3
1123,5
1124,5
1125,5
1126,5
1127,3
1128,5
1129,3
1130,5
1131,3
1132,5
1133,5
1134,3
1135,5
1136,6
1137,7
1138,3
1139,3
1140,2
1141,3
1142,3
1143,3
1144,6
1145,3
1146,5
1147,3
1148,3
1149,5
1150,5
1151,5
1152,3
1153,5
1154,3
1155,3
1156,5
1157,5
1158,3
1159,3
1160,5
1161,5
1162,3
1163,5
1164,5
1165,6
1166,3
1167,3
1168,3
1169,3
1170,3
1171,2
1172,5
1173,5
1174,6
1175,5
1176,3
1177,3
1178,6
1179,3
1180,5
1181,5
1182,5
1183,3
1184,5
1185,5
1186,7
1187,6
1188,3
1189,3
1190,3
1191,5
1192,3
1193,2
1194,3
1195,5
1196,5
1197,3
1198,5
1199,5
1200,3
1201,5
1202,3
1203,6
1204,3
1205,5
1206,3
1207,5
1208,6
1209,5
1210,3
1211,5
1212,3
1213,3
1214,5
1215,3
1216,7
1217,3
1218,3
1219,5
1220,5
1221,3
1222,5
1223,3
1224,3
1225,3
1226,3
1227,3
1228,3
1229,3
1230,5
1231,3
1232,7
1233,1
1234,3
1235,3
1236,3
1237,3
1238,5
1239,5
1240,3
1241,3
1242,5
1243,5
1244,3
1245,3
1246,3
1247,3
1248,3
1249,3
1250,5
1251,6
1252,3
1253,3
1254,3
1255,5
1256,5
1257,3
1258,3
1259,3
1260,3
1261,3
1262,3
1263,3
1264,3
1265,5
1266,5
1267,5
1268,3
1269,5
1270,3
1271,5
1272,5
1273,3
1274,6
1275,3
1276,3
1277,3
1278,5
1279,3
1280,5
1281,3
1282,3
1283,5
1284,3
1285,5
1286,3
1287,5
1288,5
1289,5
1290,5
1291,5
1292,3
1293,5
1294,3
1295,3
1296,3
1297,2
1298,3
1299,3
1300,3
1301,5
1302,5
1303,3
1304,3
1305,5
1306,3
1307,6
1308,3
1309,3
1310,3
1311,3
1312,5
1313,3
1314,7
1315,3
1316,3
1317,2
1318,3
1319,7
1320,3
1321,5
1322,3
1323,5
1324,3
1325,6
1326,3
1327,5
1328,6
1329,5
1330,5
1331,5
1332,3
1333,7
1334,5
1335,5
1336,5
1337,5
1338,3
1339,5
1340,5
1341,5
1342,3
1343,3
1344,5
1345,3
1346,5
1347,3
1348,3
1349,3
1350,3
1351,5
1352,5
1353,3
1354,3
1355,3
1356,3
1357,3
1358,3
1359,5
1360,6
1361,5
1362,3
1363,7
1364,3
1365,5
1366,3
1367,5
1368,3
1369,5
1370,5
1371,7
1372,3
1373,3
1374,3
1375,5
1376,5
1377,5
1378,7
1379,3
1380,5
1381,3
1382,3
1383,5
1384,3
1385,3
1386,3
1387,2
1388,5
1389,5
1390,5
1391,5
1392,3
1393,5
1394,3
1395,3
1396,3
1397,3
1398,5
1399,5
1400,3
1401,5
1402,5
1403,3
1404,3
1405,5
1406,3
1407,5
1408,3
1409,5
1410,6
1411,5
1412,3
1413,3
1414,3
1415,3
1416,5
1417,3
1418,3
1419,5
1420,5
1421,6
1422,3
1423,3
1424,7
1425,3
1426,3
1427,3
1428,3
1429,3
1430,3
1431,5
1432,3
1433,6
1434,5
1435,3
1436,3
1437,5
1438,3
1439,5
1440,5
1441,5
1442,5
1443,3
1444,3
1445,6
1446,3
1447,5
1448,3
1449,5
1450,2
1451,3
1452,7
1453,3
1454,3
1455,3
1456,5
1457,5
1458,5
1459,3
1460,5
1461,6
1462,3
1463,5
1464,3
1465,4
1466,3
1467,5
1468,7
1469,3
1470,5
1471,5
1472,3
1473,3
1474,3
1475,3
1476,5
1477,5
1478,3
1479,3
1480,5
1481,3
1482,3
1483,5
1484,5
1485,5
1486,2
1487,3
1488,5
1489,3
1490,3
1491,5
1492,3
1493,7
1494,6
1495,3
1496,3
1497,3
1498,5
1499,3
1500,3
1501,5
1502,3
1503,3
1504,3
1505,2
1506,3
1507,3
1508,3
1509,5
1510,3
1511,6
1512,3
1513,5
1514,3
1515,3
1516,5
1517,5
1518,5
1519,5
1520,5
1521,5
1522,5
1523,5
1524,5
1525,3
1526,3
1527,5
1528,5
1529,3
1530,5
1531,3
1532,5
1533,7
1534,2
1535,5
1536,3
1537,5
1538,5
1539,5
1540,5
1541,3
1542,5
1543,3
1544,5
1545,3
1546,3
1547,5
1548,7
1549,3
1550,3
1551,5
1552,2
1553,6
1554,5
1555,6
1556,5
1557,5
1558,3
1559,5
1560,3
1561,5
1562,3
1563,5
1564,5
1565,3
1566,3
1567,6
1568,7
1569,3
1570,5
1571,5
1572,5
1573,3
1574,3
1575,3
1576,3
1577,4
1578,3
1579,6
1580,5
1581,3
1582,3
1583,3
1584,5
1585,5
1586,3
1587,3
1588,6
1589,5
1590,5
1591,3
1592,3
1593,6
1594,5
1595,3
1596,3
1597,5
1598,5
1599,3
1600,5
1601,7
1602,3
1603,5
1604,5
1605,5
1606,3
1607,3
1608,5
1609,5
1610,5
1611,3
1612,5
1613,5
1614,5
1615,6
1616,3
1617,5
1618,5
1619,5
1620,5
1621,5
1622,5
1623,5
1624,3
1625,3
1626,5
1627,6
1628,3
1629,7
1630,3
1631,3
1632,5
1633,3
1634,3
1635,3
1636,3
1637,5
1638,3
1639,5
1640,3
1641,6
1642,2
1643,5
1644,5
1645,3
1646,3
1647,3
1648,7
1649,3
1650,3
1651,5
1652,5
1653,5
1654,3
1655,3
1656,2
1657,3
1658,3
1659,5
1660,3
1661,3
1662,5
1663,5
1664,3
1665,5
1666,2
1667,3
1668,5
1669,5
1670,5
1671,3
1672,3
1673,3
1674,5
1675,5
1676,6
1677,3
1678,5
1679,3
1680,3
1681,3
1682,3
1683,5
1685,5
1686,3
1687,6
1688,5
1689,5
1690,3
1691,3
1692,3
1693,3
1694,3
1695,3
1696,3
1697,5
1698,6
1699,3
1700,5
1701,2
1702,5
1703,3
1704,3
1705,6
1706,3
1707,5
1708,6
1709,3
1710,5
1711,3
1712,5
1713,3
1714,5
1715,3
1716,3
1717,5
1718,4
1719,6
1720,3
1721,5
1722,5
1723,5
1724,5
1725,3
1726,2
1727,3
1728,3
1729,3
1730,5
1731,3
1732,3
1733,7
1734,5
1735,5
1736,5
1737,5
1738,3
1739,3
1740,3
1741,5
1742,3
1743,3
1744,3
1745,3
1746,5
1747,7
1748,3
1749,3
1750,5
1751,3
1752,5
1753,5
1754,5
1755,3
1756,3
1757,5
1758,2
1759,3
1760,3
1761,5
1762,3
1763,3
1764,3
1765,5
1766,3
1767,3
1768,5
1769,5
1770,3
1771,5
1772,5
1773,3
1774,5
1775,5
1776,3
1777,1
1778,3
1779,5
1780,5
1781,3
1782,5
1783,3
1784,7
1785,3
1786,3
1787,7
1788,3
1789,5
1790,3
1791,5
1792,5
1793,5
1794,3
1795,5
1796,5
1797,5
1798,7
1799,5
1800,5
1801,3
1802,7
1803,6
1804,5
1805,5
1806,6
1807,3
1808,3
1809,5
1810,5
1811,5
1812,3
1813,5
1814,3
1815,3
1816,5
1817,5
1818,3
1819,5
1820,3
1821,5
1822,5
1823,5
1824,3
1825,6
1826,5
1827,5
1828,3
1829,3
1830,3
1831,3
1832,5
1833,5
1834,3
1835,5
1836,5
1837,7
1838,2
1839,5
1840,3
1841,3
1842,5
1843,5
1844,3
1845,5
1846,5
1847,3
1848,3
1849,5
1850,3
1851,5
1852,5
1853,3
1854,3
1855,3
1856,5
1857,3
1858,5
1859,3
1860,5
1861,5
1862,3
1863,5
1864,5
1865,5
1866,6
1867,5
1868,5
1869,3
1870,3
1871,3
1872,3
1873,3
1874,5
1875,3
1876,3
1877,5
1878,3
1879,5
1880,7
1881,3
1882,3
1883,5
1884,3
1885,3
1886,5
1887,3
1888,5
1889,3
1890,6
1891,5
1892,7
1893,3
1894,3
1895,7
1896,3
1897,3
1898,5
1899,3
1900,5
1901,3
1902,5
1903,3
1904,3
1905,5
1906,3
1907,3
1908,6
1909,5
1910,3
1911,5
1926,4
1932,4
1939,4
1945,4
1951,9
1955,4
1972,9
1973,9
1976,9
1991,9
1995,9
1998,9
2001,9
2004,9
2007,4
2009,9
2018,9
2024,9
2027,9
2032,4
2038,4
2039,4
2042,4
2054,4
2068,4
2071,4
2072,4
2081,4
2102,4
2111,4
2116,9
2117,4
2127,4
2128,4
2133,4
2135,4
2138,4
2143,4
2153,4
2157,9
2171,9
2174,4
2180,4
2183,4
2187,4
2189,4
2199,4
2203,4
2223,4
2224,4
2225,9
2247,4
2250,4
2254,4
2264,4
2267,4
2268,4
2279,4
2283,4
2284,9
2289,4
2292,4
2302,4
2319,4
2327,4
2336,4
2337,9
2364,9
2378,9
2384,4
2398,4
2417,4
2436,4
2445,4
2447,9
2451,4
2458,4
2459,9
2461,4
2463,4
2471,4
2472,4
2475,4
2491,4
2494,9
2498,4
2502,4
2508,4
2510,4
2511,4
2529,4
2533,4
2538,9
2543,10
2547,4
2571,4
2583,9
2589,4
2598,4
2617,4
2629,4
2635,4
2636,9
2640,9
2643,4
2647,9
2649,4
2653,4
2660,9
2704,2
2740,2
427,1
464,1
549,1
351,1
364,1
393,1
399,1
441,1
476,1
501,1
564,1
349,1
350,1
352,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
365,1
367,1
368,1
369,1
370,1
371,1
372,1
373,1
374,1
375,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
390,1
391,1
392,1
394,1
395,1
396,1
397,1
398,1
400,1
401,1
402,1
403,1
404,1
405,1
406,1
407,1
408,1
409,1
410,1
411,1
412,1
413,1
415,1
416,1
417,1
418,1
419,1
421,1
422,1
423,1
424,1
425,1
426,1
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,1
465,1
466,1
467,1
468,1
469,1
470,1
471,1
472,1
473,1
474,1
477,1
478,1
479,1
480,1
481,1
482,1
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
565,1
567,1
568,1
569,1
570,1
571,1
572,1
591,1
656,1
669,1
604,1
645,1
646,1
666,1
683,1
587,1
590,1
614,1
634,1
680,1
586,1
610,1
652,1
673,1
676,1
620,1
574,1
630,1
678,1
593,1
609,1
573,1
575,1
576,1
577,1
578,1
579,1
581,1
582,1
583,1
584,1
585,1
588,1
589,1
592,1
594,11
595,1
597,1
598,1
599,1
600,1
602,1
603,1
605,1
607,1
608,1
611,1
612,1
613,1
615,1
616,1
617,1
618,1
619,1
621,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
631,1
632,1
633,1
635,1
636,1
638,1
639,1
640,1
642,1
643,1
644,1
647,1
648,1
650,1
653,1
654,1
655,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,1
667,1
668,1
670,1
671,1
672,1
674,1
675,1
677,1
679,1
681,1
682,1
684,1
685,1
1967,1
3437,13
3454,13
3487,13
3723,13
3861,13
3961,13
3980,11
3989,11
4011,11
4031,11
686,12
687,12
688,12
689,12
690,12
691,12
692,12
693,12
694,12
695,12
696,12
697,12
698,12
699,12
700,12
701,12
702,12
703,12
704,12
705,12
706,12
707,12
708,12
709,12
710,12
711,12
712,12
713,12
714,12
715,12
716,12
717,12
718,12
719,12
720,12
721,12
722,12
723,12
724,12
725,12
726,12
727,12
728,12
729,12
730,12
731,12
732,12
733,12
734,12
735,12
736,12
737,12
738,12
739,12
740,12
741,12
742,12
743,12
744,12
745,12
746,12
747,12
748,12
749,12
750,12
751,12
752,12
753,12
754,12
755,12
756,12
757,12
758,12
759,12
760,12
761,12
762,12
763,12
764,12
765,12
766,12
767,12
768,12
769,12
770,12
771,12
772,12
773,12
774,12
775,12
776,12
777,12
778,12
779,12
780,12
781,12
782,12
783,12
784,12
785,12
786,12
787,12
788,12
789,12
790,12
791,12
792,12
793,12
794,12
795,12
796,12
797,12
798,12
799,12
800,12
801,12
802,12
803,12
804,12
805,12
806,12
807,12
808,12
809,12
810,12
811,12
812,12
813,12
814,12
815,12
816,12
817,12
818,12
819,12
820,12
821,12
822,12
823,12
824,12
825,12
826,12
827,12
828,12
829,12
830,12
831,12
832,12
833,12
834,12
835,12
836,12
837,12
838,12
839,12
840,12
841,12
842,12
843,12
844,12
845,12
846,12
847,12
848,12
849,12
850,12
851,12
852,12
853,12
854,12
855,12
856,12
890,12
857,13
858,12
859,12
860,12
861,12
862,13
863,12
864,12
865,13
866,12
867,12
868,13
869,12
870,12
871,12
872,12
873,12
874,12
875,12
876,12
877,12
878,12
879,12
880,12
881,12
882,12
883,12
884,12
885,12
886,12
887,12
888,12
889,12
891,12
892,12
893,12
894,12
895,12
3456,13
3495,13
3586,13
3621,13
3626,13
3797,13
3501,13
3517,13
3550,13
3577,13
3592,13
3609,13
3633,13
3677,13
3684,13
3721,13
3779,13
3872,13
3948,13
2678,2
2760,2
2822,2
2883,2
2941,2
2968,2
3005,2
3057,2
3136,2
3164,2
3222,2
3245,2
3248,2
3263,2
3278,2
3328,2
3361,2
3440,13
3525,13
3540,13
3556,13
3561,13
3651,13
3674,13
3692,13
3741,13
3750,13
3756,13
3830,13
3851,13
3877,13
3886,13
3943,13
3962,13
2677,2
2826,2
2724,2
2752,2
2775,2
2869,2
2892,2
2962,2
3001,2
3019,2
3100,2
3162,2
3168,2
3233,2
3295,2
3304,14
3331,2
3366,2
3404,2
3406,2
3412,2
2813,2
2971,2
3034,2
3178,2
3410,2
3420,2
2976,2
3011,2
3179,2
3289,2
1920,4
1941,4
1948,4
1959,4
2028,4
2047,4
2053,4
2065,4
2087,4
2125,4
2132,4
2134,4
2148,4
2149,4
2169,4
2191,4
2194,4
2196,4
2198,4
2239,4
2266,10
2282,4
2285,4
2293,4
2315,4
2328,4
2332,4
2333,4
2338,4
2347,10
2351,4
2368,4
2372,4
2385,4
2399,4
2420,4
2496,4
2501,4
2509,4
2512,4
2516,4
2530,4
2542,10
2555,4
2567,4
2592,4
2597,4
2608,4
2642,4
2725,2
2734,2
2764,2
2964,2
3020,2
3062,2
3079,2
3165,2
3205,2
3258,2
3386,2
3409,2
2693,2
2979,2
3101,2
3265,2
3385,2
1913,4
1916,4
1940,4
1947,4
1954,4
1994,4
2002,4
2010,4
2026,4
2052,4
2062,4
2101,4
2137,4
2144,4
2151,4
2163,4
2176,4
2215,4
2241,4
2246,4
2273,4
2294,4
2295,4
2298,4
2343,4
2344,4
2355,4
2377,4
2389,4
2394,4
2413,4
2419,4
2465,4
2468,10
2519,4
2544,4
2582,4
2588,4
2594,4
2605,4
2609,4
2616,4
2903,2
2938,2
2999,2
3201,2
3319,2
3355,2
3097,2
2707,2
3111,2
3186,2
2661,2
2662,2
2663,14
2664,14
2665,2
2666,14
2667,2
2668,2
2669,14
2670,15
2671,2
2672,2
2673,14
2674,2
2675,2
2676,14
2679,14
2680,14
2681,14
2682,2
2683,14
2684,2
2685,2
2686,2
2687,2
2688,2
2689,14
2690,2
2691,2
2692,2
2694,14
2695,14
2696,2
2697,2
2698,14
2699,15
2700,2
2701,2
2702,2
2703,15
2705,14
2706,14
2708,2
2709,2
2710,14
2711,2
2712,2
2713,2
2714,2
2715,2
2716,2
2717,14
2718,2
2719,2
2720,2
2721,2
2722,2
2723,2
2726,14
2727,2
2728,2
2729,14
2730,2
2731,14
2732,2
2733,2
2735,2
2736,2
2737,2
2738,14
2739,2
2741,14
2742,2
2743,14
2744,2
2745,14
2746,14
2747,2
2748,2
2749,14
2750,14
2751,2
2753,2
2754,14
2755,14
2756,14
2757,14
2758,2
2759,14
2761,14
2762,2
2763,14
2765,2
2766,14
2767,15
2768,2
2769,14
2770,2
2771,2
2772,2
2773,14
2774,2
2776,2
2777,14
2778,2
2779,2
2780,2
2781,2
2782,14
2783,2
2784,2
2785,2
2786,14
2787,2
2788,2
2789,14
2790,2
2791,2
2792,2
2793,2
2794,14
2795,2
2796,2
2797,2
2798,14
2799,2
2800,14
2801,2
2802,2
2803,2
2804,2
2805,2
2806,14
2807,14
2808,2
2809,14
2810,14
2811,2
2812,2
2815,14
2816,2
2817,2
2818,2
2819,2
2820,2
2821,14
2823,2
2824,2
2825,2
2827,14
2828,2
2829,2
2830,2
2831,2
2832,2
2833,2
2834,15
2835,14
2836,2
2837,14
2839,14
2840,2
2841,2
2842,2
2843,2
2844,2
2845,2
2846,2
2847,2
2848,2
2849,2
2850,14
2851,14
2852,14
2853,2
2854,14
2855,2
2856,2
2857,2
2858,2
2859,2
2860,2
2861,2
2862,14
2863,2
2864,14
2865,2
2866,14
2867,14
2868,2
2870,2
2871,2
2872,14
2873,14
2874,14
2875,2
2876,2
2877,14
2878,2
2879,15
2880,14
2881,2
2882,2
2884,14
2886,2
2887,14
2888,14
2889,15
2890,14
2891,14
2893,2
2894,2
2895,2
2896,14
2897,14
2898,2
2899,14
2900,2
2901,2
2902,2
2904,2
2905,14
2906,14
2907,14
2908,14
2909,14
2910,14
2911,14
2912,14
2913,14
2914,2
2915,14
2916,14
2917,14
2918,2
2919,14
2920,14
2921,2
2922,2
2923,2
2924,14
2925,14
2926,2
2927,14
2928,14
2929,14
2930,2
2931,14
2932,2
2933,2
2934,2
2935,2
2936,2
2937,2
2939,2
2940,14
2942,2
2943,14
2944,14
2945,14
2946,14
2947,2
2948,14
2949,2
2950,2
2951,2
2952,14
2953,14
2954,2
2955,2
2956,14
2957,2
2958,2
2959,15
2960,14
2961,14
2963,14
2965,2
2966,14
2967,14
2969,14
2970,2
2972,15
2973,2
2974,14
2975,2
2977,14
2978,14
2980,2
2981,14
2982,15
2983,2
2984,2
2985,14
2986,14
2987,14
2988,14
2989,2
2990,2
2991,2
2992,2
2993,14
2994,14
2995,2
2996,2
2997,2
2998,2
3000,14
3002,2
3004,14
3006,2
3007,2
3008,15
3009,2
3010,14
3012,2
3013,2
3014,14
3015,2
3016,2
3017,2
3018,2
3021,2
3022,14
3023,14
3024,2
3025,14
3026,14
3027,2
3028,2
3029,14
3030,14
3031,2
3032,2
3033,14
3035,2
3036,14
3037,2
3038,2
3039,2
3040,14
3041,2
3042,14
3043,2
3044,14
3045,14
3046,2
3047,14
3048,2
3049,2
3050,2
3051,2
3052,14
3053,2
3054,14
3055,2
3056,14
3058,2
3059,14
3060,2
3061,2
3063,2
3064,14
3065,14
3066,2
3067,2
3068,2
3069,2
3070,2
3071,2
3072,2
3073,14
3074,2
3075,2
3076,2
3077,2
3078,14
3080,14
3081,2
3082,2
3083,2
3084,14
3085,14
3086,2
3087,2
3088,2
3089,2
3090,14
3091,2
3092,14
3093,2
3094,2
3095,14
3096,14
3098,14
3099,2
3102,2
3103,2
3104,14
3105,2
3106,2
3107,2
3108,14
3109,2
3110,2
3112,2
3113,2
3114,14
3115,2
3116,2
3117,14
3118,2
3119,14
3120,2
3121,2
3122,2
3123,14
3124,2
3125,2
3126,2
3127,2
3128,2
3129,14
3130,14
3131,2
3132,2
3133,2
3134,2
3135,14
3137,14
3138,2
3139,14
3140,2
3141,2
3142,14
3143,14
3144,2
3145,2
3146,2
3147,2
3148,2
3149,14
3150,2
3151,2
3152,2
3153,14
3154,2
3155,2
3156,2
3157,2
3158,14
3159,2
3160,2
3161,2
3163,14
3166,14
3167,2
3169,2
3170,2
3171,2
3172,2
3174,14
3175,2
3176,2
3177,2
3180,2
3181,2
3182,2
3183,2
3184,14
3185,2
3187,2
3188,2
3189,2
3190,2
3191,2
3192,2
3193,14
3194,2
3195,14
3196,2
3197,2
3198,2
3199,2
3200,2
3202,14
3203,2
3204,2
3206,2
3207,2
3208,2
3209,2
3210,2
3211,2
3212,2
3213,14
3214,2
3215,2
3216,2
3217,2
3218,2
3219,2
3220,14
3221,2
3223,2
3224,2
3225,2
3226,14
3227,14
3228,14
3229,14
3230,2
3231,14
3232,14
3234,14
3235,2
3236,2
3237,14
3238,14
3239,2
3240,2
3241,2
3242,2
3243,14
3244,2
3246,2
3247,2
3249,2
3250,14
3251,2
3252,2
3253,2
3254,2
3255,2
3256,2
3257,14
3259,2
3260,2
3261,2
3262,2
3264,2
3266,2
3267,2
3268,2
3269,14
3270,2
3271,2
3272,2
3273,2
3274,2
3275,2
3276,2
3277,2
3279,2
3280,2
3281,2
3282,2
3283,15
3284,14
3285,2
3286,14
3287,2
3288,2
3291,2
3292,2
3293,14
3294,14
3296,2
3297,2
3298,2
3299,2
3300,14
3301,14
3302,2
3303,14
3305,2
3306,2
3307,2
3308,2
3309,15
3310,2
3311,15
3312,2
3313,2
3314,15
3315,14
3316,2
3317,14
3318,15
3320,2
3321,2
3322,2
3323,2
3324,14
3325,15
3326,2
3327,2
3329,2
3330,2
3332,2
3333,14
3334,2
3335,2
3336,2
3337,2
3338,2
3339,14
3340,2
3341,2
3342,2
3343,2
3344,2
3345,2
3346,2
3347,2
3348,14
3349,2
3350,2
3351,2
3352,2
3353,2
3354,2
3356,2
3357,2
3358,2
3359,2
3360,2
3362,14
3363,14
3364,14
3365,2
3367,2
3368,2
3369,2
3370,2
3371,2
3372,2
3373,2
3374,2
3375,2
3376,2
3377,2
3378,2
3379,2
3380,2
3381,2
3382,15
3383,2
3384,14
3387,14
3388,14
3389,2
3390,14
3391,2
3392,14
3393,2
3394,14
3395,2
3396,2
3397,2
3398,2
3399,14
3400,14
3401,2
3402,2
3403,2
3405,2
3407,2
3408,2
3411,2
3413,14
3414,14
3415,2
3416,2
3417,14
3418,2
3419,2
3421,2
3422,2
3423,15
3424,2
3425,2
3426,14
3427,2
3428,14
3429,2
3430,14
3431,2
3432,2
3433,14
3434,2
3435,14
3436,14
2003,4
2031,4
2155,4
2185,4
2325,4
2330,4
1914,9
1915,4
1917,10
1918,10
1919,9
1921,9
1922,4
1923,4
1924,8
1925,10
1927,9
1928,9
1929,10
1930,4
1931,9
1933,4
1934,4
1935,9
1936,4
1937,4
1938,10
1942,10
1943,10
1944,4
1946,10
1949,4
1950,9
1952,4
1953,10
1956,4
1957,9
1958,9
1960,4
1961,4
1962,10
1963,10
1964,4
1965,4
1966,10
1968,9
1969,4
1970,4
1971,10
1974,4
1975,4
1977,4
1978,4
1979,10
1980,9
1981,4
1982,4
1983,10
1984,10
1985,10
1986,10
